number,companyName,adress,adressBystreet,dateOflicensing,stateOfbusiness,dateOfclosure,startdateOfcessation,duedateOfcessation,dateOfreOpen,areaOfsite,zip,waterwork,numOfmenWorker,yearOfStart,multipleUse,grade,sizeOfsite,numOfwomenWorker,vicintyOfsite,sanitaryName,businessCondition,totalOfworker
30278,카페네스카페신천시그마타워점,서울특별시 송파구 신천동 7-19번지 ,,20030220,폐업 등,20041018,,,,,,,0,2003,N,,12,0,,휴게음식점,커피숍,0
30279,카페네스카페신촌현대점,서울특별시 서대문구 창천동 30-1번지 ,"서울특별시 서대문구 연세로 13 (창천동, 지상4층)",20090814,폐업 등,20130805,,,,,,,,2009,N,,66.6,,,휴게음식점,커피숍,
30280,카페네스카페쌍용점,"충청남도 천안시 서북구 쌍용동 494-20번지 외6필지 104,203호","충청남도 천안시 서북구 충무로 175, 104,203호 (쌍용동,외6필지)",20100906,운영중,,,,,,,상수도전용,,2010,Y,,187.37,,,휴게음식점,커피숍,
30281,카페네스카페오산궐동점,경기도 오산시 궐동 678-3번지 1층 ,"경기도 오산시 궐리사로 18, 1층 (궐동)",20150506,운영중,,,,,,,상수도전용,,2015,N,,100.86,,,휴게음식점,커피숍,
30282,카페네스카페오치점,광주광역시 북구 오치동 761-4번지 ,,20101112,폐업 등,20110928,,,,,,상수도전용,,2010,N,,162.18,,,휴게음식점,커피숍,
30283,카페네스카페외대용인점,경기도 용인시 처인구 모현면 왕산리 산 55-4번지 외474필지제2기숙사E동식당 ,경기도 용인시 처인구 모현면 외대로 81 (외474필지제2기숙사E동식당),20110824,운영중,,,,,,,상수도전용,2,2011,N,,148.77,2,,휴게음식점,커피숍,4
30284,카페네스카페울산반디앤루니스점,울산광역시 남구 삼산동 1480-1번지 지하 1층 ,울산광역시 남구 삼산로 288 (삼산동),20110217,운영중,,,,,,,상수도전용,,2011,N,,127.2,,,휴게음식점,커피숍,
30285,카페네스카페을지로리브로점,서울특별시 중구 을지로2가 6번지 (내외빌딩B1) ,,20021031,폐업 등,20120106,,,,,,상수도전용,0,2002,N,,51.45,0,,휴게음식점,커피숍,0
30286,카페네스카페이마트목포점,전라남도 목포시 옥암동 915-25번지 1층이마트목포점 ,"전라남도 목포시 옥암로 138 (옥암동, 1층이마트목포점)",20130605,운영중,,,,,,,상수도전용,,2013,N,,20.82,,,휴게음식점,커피숍,
30287,카페네스카페이태원점,"서울특별시 용산구 이태원동 128-2번지 (지상2,3층) ","서울특별시 용산구 이태원로 176-1 (이태원동,(지상2,3층))",20091204,운영중,,,,,,,,,2009,N,,281.99,,,휴게음식점,커피숍,
30288,카페네스카페인천CGV점,인천광역시 남동구 구월동 1130번지 외 6필지 274호 ,"인천광역시 남동구 예술로 198 (구월동,외 6필지 274호)",20011107,운영중,,,,,,,,0,2001,N,,17.28,0,,휴게음식점,커피숍,0
30289,카페네스카페일산점,"경기도 고양시 일산동구 장항동 869번지 일산방송COMPLEX방송관련시설 1-1139,1140호 ","경기도 고양시 일산동구 백마로 195, 1-1139,1-1140호 (장항동, 일산방송COMPLEX방송관련시설)",20071228,폐업 등,20120330,,,,,,상수도전용,1,2007,N,자율,83.33,1,기타,휴게음식점,커피숍,2
30290,카페네스카페중계점,서울특별시 노원구 중계동 366-6번지 그랜드프라자 108호,,20080414,폐업 등,20101116,,,,,,,,2008,N,,48.8,,,휴게음식점,커피숍,
30291,카페네스카페중동롯데광장점,"경기도 부천시 원미구 중동 1137-6번지 ,1층일부 ","경기도 부천시 원미구 중동로254번길 110 (중동,,1층일부)",20110126,운영중,,,,,,,상수도전용,,2011,N,,109.31,,기타,휴게음식점,커피숍,
30292,카페네스카페중동현대점,"경기도 부천시 원미구 중동 1164번지 ,현대백화점 쇼핑몰동 5층일부 ","경기도 부천시 원미구 길주로 180, 쇼핑몰동 5층 (중동, 현대백화점중동점)",20100304,폐업 등,20140107,,,,,,상수도전용,,2010,N,,133.63,,유흥업소밀집지역,휴게음식점,커피숍,
30293,카페네스카페천안두정점,충청남도 천안시 서북구 두정동 808번지 A동(1층) ,,20110923,폐업 등,20111013,,,,,,상수도전용,,2011,N,,0,,,휴게음식점,커피숍,
30294,카페네스카페충북대점,충청북도 청주시 서원구 개신동 12번지 외125필지(1층) ,"충청북도 청주시 서원구 내수동로 52, 1층 (개신동, (서고))",20120508,운영중,,,,,,,상수도전용,,2012,N,,164.8,,,휴게음식점,커피숍,
30295,카페네스카페홈플러스가좌점,인천광역시 서구 가좌동 118번지 3층 ,"인천광역시 서구 가정로151번길 11 (가좌동,3층)",20090603,운영중,,,,,,,상수도전용,,2009,N,,43,,기타,휴게음식점,커피숍,
30296,카페네스카페홍대입구점,서울특별시 마포구 서교동 344-11번지 ,"서울특별시 마포구 와우산로 99 (서교동, 3층)",20121018,운영중,,,,,,,,,2012,N,,164.28,,,휴게음식점,커피숍,
30297,카페네오,경기도 연천군 연천읍 옥산리 320번지 외2필지 연천문화체육회관 아동 ,"경기도 연천군 연천읍 문화로 150, 연천문화체육회관 아동 (외2필지)",20110418,운영중,,,,,,,상수도전용,,2011,N,,121,,,휴게음식점,커피숍,
30298,카페네이처트리,서울특별시 마포구 신수동 431-3번지 1층일부 ,"서울특별시 마포구 토정로 235 (신수동, 1층일부)",20140415,운영중,,,,,,,,,2014,N,,95.7,,,휴게음식점,커피숍,
30299,카페노리,경기도 군포시 부곡동 1092-4번지 1층 ,"경기도 군포시 송부로221번길 10 (부곡동, 1층)",20121012,운영중,,,,,,,,,2012,N,,71.73,,,휴게음식점,커피숍,
30300,카페노리,경기도 수원시 장안구 정자동 68-18번지 ,경기도 수원시 장안구 영화로71번길 2 (정자동),20130611,운영중,,,,,,,,,2013,N,,68.31,,,휴게음식점,커피숍,
30301,카페노리,강원도 강릉시 사천면 미노리 317-3번지 ,강원도 강릉시 사천면 본동길 77,20131024,운영중,,,,,,,상수도전용,,2013,N,,211.07,,기타,휴게음식점,커피숍,
30302,카페노리,인천광역시 부평구 십정동 170-31번지 1층 ,"인천광역시 부평구 마장로67번길 14 (십정동,1층)",20100713,폐업 등,20140127,,,,,,상수도전용,,2010,N,,47.43,,,휴게음식점,커피숍,
30303,카페노리,대전광역시 동구 정동 27-9번지 ,"대전광역시 동구 대전로815번길 1, 3층 (정동)",20140509,운영중,,,,,,,상수도전용,,2014,N,,66.75,,,휴게음식점,커피숍,
30304,카페노리(Cafe NORI),대구광역시 수성구 매호동 1328-14번지 ,대구광역시 수성구 천을로 155 (매호동),20101130,운영중,,,,,,,상수도전용,,2010,N,,82.38,,주택가주변,휴게음식점,커피숍,
30305,카페노리(cafe nori),충청북도 청주시 서원구 사창동 366-16번지 1층 ,"충청북도 청주시 서원구 창직로12번길 8 (사창동, 1층)",20130528,운영중,,,,,,,상수도전용,,2013,N,,32.76,,,휴게음식점,커피숍,
30306,카페노리쿡,"경기도 안산시 단원구 고잔동 534-3번지 안산중앙노블레스 215, 216 ","경기도 안산시 단원구 예술대학로 17 (고잔동, 안산중앙노블레스 215, 216)",20140306,운영중,,,,,,,상수도전용,,2014,N,,82.21,,,휴게음식점,커피숍,
30307,카페노리터,경기도 안산시 단원구 고잔동 534-3번지 안산중앙노블레스 214호,"경기도 안산시 단원구 예술대학로 17, 214호 (고잔동, 안산중앙노블레스)",20140306,운영중,,,,,,,상수도전용,,2014,N,,58.41,,,휴게음식점,커피숍,
30308,카페노리터,충청남도 공주시 신관동 266-26번지 ,"충청남도 공주시 한적2길 8, 2층 (신관동)",20130208,운영중,,,,,,,상수도전용,,2013,N,,77.08,,,휴게음식점,커피숍,
30309,카페노리터,경기도 수원시 영통구 이의동 1344번지 자연앤힐스테이트 상가1동 132호 ,"경기도 수원시 영통구 도청로 65 (이의동, 1344 자연앤힐스테이트 상가1동 132호)",20131107,폐업 등,20140501,,,,,,상수도전용,,2013,N,,32.02,,,휴게음식점,커피숍,
30310,카페노리터(서산점),충청남도 서산시 동문동 302-6번지 (3층) ,"충청남도 서산시 율지11로 14, 3층 (동문동)",20120705,운영중,,,,,,,상수도전용,,2012,Y,,151.38,,,휴게음식점,커피숍,
30311,카페노리터충북대후문점,충청북도 청주시 서원구 사창동 531번지 2층 ,"충청북도 청주시 서원구 1순환로704번길 6 (사창동, 2층)",20130820,운영중,,,,,,,상수도전용,,2013,Y,,162.04,,,휴게음식점,커피숍,
30312,카페노리터통영점,경상남도 통영시 무전동 1020-6번지 ,경상남도 통영시 무전대로 20 (무전동),20130506,운영중,,,,,,,상수도전용,,2013,N,기타,149.12,,기타,휴게음식점,커피숍,
30313,카페노보,인천광역시 남구 주안동 431-9번지 ,인천광역시 남구 경인로 388 (주안동),20130521,운영중,,,,,,,,,2013,N,,53.34,,,휴게음식점,커피숍,
30314,카페노블트리 (Cafe Nobletree),경기도 수원시 팔달구 화서동 206-5번지 ,경기도 수원시 팔달구 화양로 31 (화서동),20140912,운영중,,,,,,,상수도전용,,2014,N,,94.08,,,휴게음식점,커피숍,
30315,카페노빌따,충청북도 청주시 서원구 수곡동 769번지 ,충청북도 청주시 서원구 수곡로 81 (수곡동),20140811,운영중,,,,,,,상수도전용,,2014,N,,22.26,,,휴게음식점,커피숍,
30316,카페노빌따금천점,충청북도 청주시 상당구 금천동 476번지 금천우미린상가동(1층) 108호,"충청북도 청주시 상당구 꽃산동로 25, 1층 108호 (금천동, 금천우미린상가동)",20141017,운영중,,,,,,,상수도전용,,2014,N,,30.8,,,휴게음식점,커피숍,
30317,카페노빌따봉명점,충청북도 청주시 흥덕구 봉명동 507번지 (1층) ,"충청북도 청주시 흥덕구 1순환로523번길 33-15, 1층 (봉명동)",20140918,운영중,,,,,,,상수도전용,,2014,N,,27.56,,,휴게음식점,커피숍,
30318,카페노스,경기도 성남시 분당구 정자동 16-2번지 푸르지오시티 1층 108호 ,"경기도 성남시 분당구 정자일로 197 (정자동, 푸르지오시티 1층 108호)",20140605,폐업 등,20140728,,,,,,,,2014,N,,42.92,,,휴게음식점,커피숍,
30319,카페노아,경기도 파주시 동패동 .번지 교하신도시 F2-2-3 현대프라자 112호,,20110602,폐업 등,20150119,,,,,,상수도전용,,2011,N,,42.4,,기타,휴게음식점,커피숍,
30320,카페노아,충청북도 증평군 증평읍 교동리 112번지 ,,20101222,폐업 등,20111228,,,,,,상수도전용,,2010,N,,34.07,,유흥업소밀집지역,휴게음식점,커피숍,
30321,카페노아,제주특별자치도 제주시 삼양일동 1774번지 ,"제주특별자치도 제주시 서흘1길 24, 1층 (삼양일동)",20140718,운영중,,,,,,,,,2014,N,,82.6,,,휴게음식점,커피숍,
30322,카페노아,서울특별시 은평구 녹번동 79-36번지 지상1층 ,,20090828,폐업 등,20110608,,,,,,상수도전용,,2009,N,자율,65.1,,학교정화(상대),휴게음식점,커피숍,
30323,카페노아,경기도 용인시 기흥구 신갈동 464-6번지 1층일부 ,"경기도 용인시 기흥구 중부대로 325 (신갈동, 1층일부)",20130228,운영중,,,,,,,상수도전용,,2013,N,,23,,,휴게음식점,커피숍,
30324,카페노아,인천광역시 부평구 부평동 65-124번지 한국아파트 106동상가 ,"인천광역시 부평구 부영로166번길 12, 2층 201,202호 (부평동, 한국아파트 106동상가)",20140106,운영중,,,,,,,,,2014,N,,79.09,,,휴게음식점,커피숍,
30325,카페노엘,경기도 안양시 동안구 관양동 954-17번지 외1필지 ,"경기도 안양시 동안구 흥안대로 427 (관양동, 지상1층)",20140804,운영중,,,,,,,상수도전용,,2014,N,,60,,기타,휴게음식점,커피숍,
30326,카페노엘,경기도 부천시 원미구 상동 561-8번지 1층 ,"경기도 부천시 원미구 조마루로97번길 26-4 (상동, 1층)",20130924,운영중,,,,,,,상수도전용,,2013,N,,101.32,,,휴게음식점,커피숍,
30327,카페노엘리,강원도 강릉시 교동 1806-10번지 ,강원도 강릉시 하슬라로232번길 25-3 (교동),20150521,운영중,,,,,,,상수도전용,,2015,N,기타,84.97,,주택가주변,휴게음식점,커피숍,
30328,카페노을,경상북도 구미시 도량동 323-7번지 1층 ,"경상북도 구미시 도봉로5안길 3-11, 1층 (도량동)",20140515,폐업 등,20140813,,,,,,상수도전용,,2014,N,,51.01,,,휴게음식점,커피숍,
30329,카페노이,경상남도 창원시 진해구 용원동 1224-9번지 ,경상남도 창원시 진해구 용원중로25번길 2 (용원동),20120109,운영중,,,,,,,상수도전용,,2012,N,,96.4,,,휴게음식점,커피숍,
30330,카페노이,경상북도 포항시 남구 송도동 405-29번지 (1층) ,"경상북도 포항시 남구 송림로 83, 1층 (송도동)",20150416,운영중,,,,,,,상수도전용,,2015,N,,62.12,,,휴게음식점,커피숍,
30331,카페노킹온,서울특별시 강서구 등촌동 521-22번지 거산 하이빌 (지상 1층) 101호,"서울특별시 강서구 등촌로39길 56, 1층 101호 (등촌동, 2동 거산 하이빌)",20141016,운영중,,,,,,,상수도전용,,2014,N,,24.46,,,휴게음식점,커피숍,
30332,카페노트,서울특별시 성북구 동선동1가 1-2번지 유타몰 지하2층 ,"서울특별시 성북구 동소문로 106 (동선동1가, 1-2 유타몰 지하2층)",20130801,운영중,,,,,,,,,2013,N,,136.5,,,휴게음식점,커피숍,
30333,카페놀다,경기도 수원시 영통구 영통동 990-8번지 1층 일부 ,"경기도 수원시 영통구 덕영대로1673번길 20 (영통동, 990-8 1층일부)",20131028,운영중,,,,,,,상수도전용,,2013,N,,21.93,,,휴게음식점,커피숍,
30334,카페놀이,경기도 수원시 영통구 이의동 1344번지 자연앤힐스테이트 지하2층 상가1동 132호,"경기도 수원시 영통구 도청로 65, 지하2층 132호 (이의동, 자연앤힐스테이트상가1동)",20140603,운영중,,,,,,,,,2014,N,,32.03,,,휴게음식점,커피숍,
30335,카페농원,대전광역시 서구 둔산동 1222번지 1층 ,"대전광역시 서구 계룡로491번길 82, 1층 (둔산동)",20111208,폐업 등,20130228,,,,,,,,2011,N,,125.91,,,휴게음식점,커피숍,
30336,카페누노,인천광역시 남구 숭의동 343-15번지 ,인천광역시 남구 인중로 13 (숭의동),20131004,운영중,,,,,,,,,2013,N,,21.42,,,휴게음식점,커피숍,
30337,카페누누스(cafe nounours),서울특별시 노원구 공릉동 596-27번지 1층층 ,"서울특별시 노원구 동일로176길 9 (공릉동,1층층)",20110411,폐업 등,20140616,,,,,,,,2011,N,,33,,,휴게음식점,커피숍,
30338,카페누리,울산광역시 남구 삼산동 1530-41번지 번지 ,울산광역시 남구 돋질로339번길 26 (삼산동),20131107,운영중,,,,,,,상수도전용,,2013,N,,103.49,,주택가주변,휴게음식점,커피숍,
30339,카페누리,전라북도 전주시 완산구 중화산동2가 570-6번지 ,전라북도 전주시 완산구 백제대로 325 (중화산동2가),20091224,운영중,,,,,,,상수도전용,,2009,N,,60.6,,기타,휴게음식점,커피숍,
30340,카페누리,부산광역시 금정구 청룡동 282번지 ,부산광역시 금정구 청룡예전로99번길 24 (청룡동),20130917,운영중,,,,,,,상수도전용,,2013,N,,29.6,,,휴게음식점,커피숍,
30341,카페누리,부산광역시 동구 초량동 171-10번지 ,"부산광역시 동구 중앙대로251번길 11 (초량동, 1층)",20130307,운영중,,,,,,,,,2013,N,,49.28,,,휴게음식점,커피숍,
30342,카페누리,제주특별자치도 제주시 건입동 940-3번지 ,"제주특별자치도 제주시 연무정길 28, 109동 2층 16호 (건입동)",20141024,폐업 등,20141209,,,,,,,,2014,N,,30,,,휴게음식점,커피숍,
30343,카페누리(Cafe Nuri),"경기도 고양시 일산동구 백석동 1318-4번지 비잔티움일산2단지 107,108호",,20100903,운영중,,,,,,,상수도전용,,2010,N,,159.28,,,휴게음식점,커피숍,
30344,카페누보,전라남도 나주시 남평읍 동사리 156번지 (3층) ,,20131216,운영중,,,,,,,,,2013,N,,138.46,,,휴게음식점,커피숍,
30345,카페누볼라(Cafe Nuvola),부산광역시 사하구 괴정동 324-9번지 ,부산광역시 사하구 낙동대로135번길 8 (괴정동),20120817,운영중,,,,,,,,,2012,N,,19.8,,,휴게음식점,커피숍,
30346,카페누아,서울특별시 중구 을지로6가 18-35번지 (지상9층) ,,20080123,폐업 등,20081105,,,,,,상수도전용,,2008,N,,49.5,,,휴게음식점,커피숍,
