number,companyName,adress,adressBystreet,dateOflicensing,stateOfbusiness,dateOfclosure,startdateOfcessation,duedateOfcessation,dateOfreOpen,areaOfsite,zip,waterwork,numOfmenWorker,yearOfStart,multipleUse,grade,sizeOfsite,numOfwomenWorker,vicintyOfsite,sanitaryName,businessCondition,totalOfworker
185,(주)리빈코리아,서울특별시 서초구 반포동 19-3번지 신세계백화점 지하1층 ,,20030501,폐업 등,20030514,,,,,,상수도전용,0,2003,N,,6,0,,휴게음식점,커피숍,0
186,(주)리빈코리아,서울특별시 서초구 반포동 19-3번지 신세계백화점지하1층 ,,20030723,폐업 등,20030808,,,,,,,0,2003,N,,3.3,0,,휴게음식점,커피숍,0
187,(주)리빈코리아,서울특별시 서초구 반포동 19-3번지 신세계 지하1층 ,,20030604,폐업 등,20030808,,,,,,상수도전용,0,2003,N,,3.3,0,,휴게음식점,커피숍,0
188,(주)리빈코리아,서울특별시 서초구 반포동 19-3번지 신세계백화점 지하1층 ,,20030221,폐업 등,20030320,,,,,,상수도전용,0,2003,N,,1.65,0,,휴게음식점,커피숍,0
189,(주)리빈코리아,서울특별시 서초구 반포동 19-3번지 신세계백화점 지하1층 ,,20021114,폐업 등,20021203,,,,,,상수도전용,0,2002,N,,4,0,,휴게음식점,커피숍,0
190,(주)리빙스톤스쿨,서울특별시 종로구 교남동 46번지 ,"서울특별시 종로구 통일로 156-1, 지하1층 (교남동)",20111214,운영중,,,,,,,,,2011,N,,56.49,,,휴게음식점,커피숍,
191,(주)리치홀딩스 라떼야커피 안양디오벨리지점,경기도 안양시 동안구 호계동 555-9번지 안양국제유통단지가동 B108호 ,"경기도 안양시 동안구 엘에스로 76, B108호 (호계동, 안양국제유통단지가동)",20140725,운영중,,,,,,,상수도전용,,2014,N,,46.48,,기타,휴게음식점,커피숍,
192,(주)리치홀딩스라떼야용인명지대지점,경기도 용인시 처인구 남동 616번지 외1필지 ,경기도 용인시 처인구 명지로116번길 1 (남동),20140930,운영중,,,,,,,상수도전용,,2014,N,,22.14,,,휴게음식점,커피숍,
193,(주)마리솔레포츠클럽,경기도 파주시 야당동 178-29번지 신성그린빌 101동 102호 ,,20090826,폐업 등,20100908,,,,,,지하수전용,,2009,N,,56.85,,,휴게음식점,커피숍,
194,(주)마야네 사과나무,서울특별시 은평구 구산동 9-13번지 1층102호 ,"서울특별시 은평구 연서로13길 24 (구산동, 1층102호)",20131021,운영중,,,,,,,상수도전용,,2013,N,자율,45.2,,학교정화(상대),휴게음식점,커피숍,
195,(주)마을사회적기업협의회,전라남도 순천시 풍덕동 70번지 남도농특산품관 1층 ,"전라남도 순천시 남승룡로 166, 남도농특산품관동 1층 (풍덕동)",20140418,운영중,,,,,,,상수도전용,,2014,N,,54.9,,기타,휴게음식점,커피숍,
196,(주)마체베트,인천광역시 연수구 동춘동 926번지 스퀘어원 5층 ,"인천광역시 연수구 청능대로 210 (동춘동, 스퀘어원 5층 )",20121008,폐업 등,20140623,,,,,,,,2012,N,,124.38,,,휴게음식점,커피숍,
197,(주)마체베트,서울특별시 구로구 신도림동 692번지 대성디큐브시티 판매동 5층 ,"서울특별시 구로구 경인로 662 (신도림동, 대성디큐브시티 판매동 5층)",20130607,운영중,,,,,,,상수도전용,,2013,N,,6.6,,,휴게음식점,커피숍,
198,(주)마체베트 YTN타워점,서울특별시 중구 남대문로5가 6-1번지 YTN타워 1층 ,"서울특별시 중구 세종대로 17 (남대문로5가,YTN타워 1층)",20110111,운영중,,,,,,,,,2011,N,,170.5,,,휴게음식점,커피숍,
199,(주)마체베트 강남1호점,서울특별시 강남구 역삼동 824-11번지 1층 ,"서울특별시 강남구 강남대로84길 23 (역삼동,1층)",20101210,폐업 등,20150325,,,,,,,,2010,N,,108.32,,,휴게음식점,커피숍,
200,(주)마체베트 대치동점,서울특별시 강남구 대치동 997번지 오로라월드빌딩지하1층 ,"서울특별시 강남구 테헤란로 624, 지하1층 (대치동, 오로라월드빌딩)",20130625,운영중,,,,,,,,,2013,N,,65,,,휴게음식점,커피숍,
201,(주)마체베트 순화점,서울특별시 중구 순화동 151번지 포스코더샵 1층 111호 ,"서울특별시 중구 칠패로 27 (순화동,포스코더샵 1층 111호)",20100429,폐업 등,20121101,,,,,,,,2010,N,,89.49,,,휴게음식점,커피숍,
202,(주)마체베트 파인에비뉴점,서울특별시 중구 을지로2가 203번지 외 1필지(지상1층) ,"서울특별시 중구 을지로 100 (을지로2가, 외 1필지, 지상1층)",20120330,폐업 등,20130507,,,,,,,,2012,N,,45.1,,,휴게음식점,커피숍,
203,(주)말차팥차 종로두산위브점,서울특별시 종로구 수송동 58번지 ,"서울특별시 종로구 삼봉로 81, 지하1층 136호 (수송동)",20150306,운영중,,,,,,,상수도전용,,2015,N,,38,,,휴게음식점,커피숍,
204,(주)메이데이,경상북도 울진군 울진읍 명도리 392-1번지 ,경상북도 울진군 울진읍 명도온양길 66,20111110,운영중,,,,,,,상수도전용,,2011,N,,105.49,,,휴게음식점,커피숍,
205,(주)멕커스앤브로디스코리아,경기도 고양시 일산동구 마두동 806번지 강촌마을 상가동 C1-03호,,20030303,운영중,,,,,,,상수도전용,1,2003,N,자율,38.48,0,아파트지역,휴게음식점,커피숍,1
206,(주)명신,대전광역시 동구 가양동 451-22번지 ,"대전광역시 동구 동서대로 1708 (가양동, 명신빌딩)",20130807,폐업 등,20140714,,,,,,상수도전용,,2013,N,,46,,,휴게음식점,커피숍,
207,(주)몽키플러시,서울특별시 마포구 동교동 203-35번지 ,"서울특별시 마포구 월드컵북로6길 12-9 (동교동, 1층 일부)",20130409,폐업 등,20140117,,,,,,,,2013,N,,34.75,,,휴게음식점,커피숍,
208,(주)미리내휴게실,경기도 양평군 지평면 월산리 582번지 외 6필지 ,경기도 양평군 지평면 월산저수지길 21,20031212,운영중,,,,,,,지하수전용,0,2003,N,자율,68.38,0,기타,휴게음식점,커피숍,0
209,(주)미셸푸드 카페 안젤로,서울특별시 서초구 반포동 505번지 서울성모병원 신축건물내(1층) ,,20090327,폐업 등,20130927,,,,,,,,2009,N,,149,,,휴게음식점,커피숍,
210,(주)미셸푸드 카페안젤로 의정부성모점,경기도 의정부시 금오동 65-1번지 ,"경기도 의정부시 천보로 271 (금오동, 지상3층)",20040712,운영중,,,,,,,상수도전용,0,2004,N,,21,0,,휴게음식점,커피숍,0
211,(주)미셸푸드르뽀미에가톨릭대학교점,경기도 부천시 원미구 역곡동 산 43-1번지 가톨릭대학성심교정 150주년기념관및성심국제문화연수원(15동) 지하1층 일부 ,,20091013,폐업 등,20100906,,,,,,상수도전용,,2009,N,,119,,기타,휴게음식점,커피숍,
212,(주)미셸푸드미셸스토어가톨릭대학교도서관점,경기도 부천시 원미구 역곡동 산 43-1번지 가톨릭대학성심교정 중앙도서관(2동) 1층일부 ,,20091013,폐업 등,20100906,,,,,,상수도전용,,2009,N,,154,,기타,휴게음식점,커피숍,
213,(주)미스터커피,서울특별시 중구 충무로1가 52-5번지 신세계백화점 본점 (지하1층) ,,20081210,폐업 등,20090131,,,,,,상수도전용,,2008,N,,6.6,,,휴게음식점,커피숍,
214,(주)미예,서울특별시 강동구 천호동 421-4번지 1층 2호 ,"서울특별시 강동구 구천면로 202 (천호동, 1층 2호)",20131206,운영중,,,,,,,,,2013,N,,539.6,,,휴게음식점,커피숍,
215,(주)미추홀카페카페지브라운노인문화회관점,인천광역시 남동구 간석동 55-1번지 노인종합문화회관 2층 일부 ,"인천광역시 남동구 용천로205번길 21, 2층 (간석동, 노인종합문화회관)",20140516,운영중,,,,,,,,,2014,N,,72,,,휴게음식점,커피숍,
216,(주)밀리언비즈,서울특별시 구로구 구로동 252-91번지 ,"서울특별시 구로구 디지털로27길 46 (구로동, 101호, 지층 01호)",20140220,운영중,,,,,,,,,2014,N,,57.08,,,휴게음식점,커피숍,
217,(주)밀리언비즈 강서지점,서울특별시 강서구 등촌동 629-8번지 (지상 1층) 기아자동차 강서서비스센터 ,"서울특별시 강서구 양천로 542, 1층 (등촌동, 1동 기아자동차강서서비스센터)",20141030,운영중,,,,,,,상수도전용,,2014,N,,11.22,,,휴게음식점,커피숍,
218,(주)밀리언비즈 의왕지점(2&3 Fresh),경기도 의왕시 고천동 290-7번지 기아자동차 의왕서비스센터 ,"경기도 의왕시 경수대로 249 (고천동, 기아자동차 의왕서비스센터)",20140512,운영중,,,,,,,상수도전용,,2014,N,,13.2,,,휴게음식점,커피숍,
219,(주)밀리언비즈전주지점,전라북도 전주시 덕진구 팔복동3가 50번지 ,전라북도 전주시 덕진구 온고을로 246 (팔복동3가),20150429,운영중,,,,,,,상수도전용,,2015,N,,11.73,,기타,휴게음식점,커피숍,
220,(주)밀마루,세종특별자치시 금남면 용포리 83-3번지 1층 주건축물제2동 ,"세종특별자치시 금남면 용포로 29, 주건축물제2동 1층",20150112,운영중,,,,,,,상수도전용,,2015,N,,49.25,,,휴게음식점,커피숍,
221,(주)밀탑 중동점,경기도 부천시 원미구 중동 1164번지 외3필지 현대백화점중동점 8층일부 백화점동 ,"경기도 부천시 원미구 길주로 180, 백화점동 8층 (중동, 현대백화점중동점)",20120807,운영중,,,,,,,상수도전용,,2012,N,,111.55,,,휴게음식점,커피숍,
222,(주)밀탑 천호점,서울특별시 강동구 천호동 455-8번지 현대백화점 12층 ,서울특별시 강동구 천호대로 1005 (천호동),20121129,운영중,,,,,,,,,2012,N,,240.72,,,휴게음식점,커피숍,
223,(주)밀탑김포점,경기도 김포시 고촌읍 전호리 654-511번지 현대프리미엄아울렛 3층 ,"경기도 김포시 고촌읍 아라육로152번길 100, 3층 511호 (현대프리미엄아울렛)",20150216,운영중,,,,,,,상수도전용,,2015,N,,63.14,,,휴게음식점,커피숍,
224,(주)바바세븐,인천광역시 부평구 부평동 519-9번지 외 1필지 성신제2주유소 1층 ,"인천광역시 부평구 장제로 99 (부평동,외 1필지 성신제2주유소 1층)",20100430,폐업 등,20130513,,,,,,상수도전용,,2010,N,,63.33,,,휴게음식점,커피숍,
225,(주)바베네요고리노CGV인천점,인천광역시 남동구 구월동 1130번지 (중앙공원길 84) 4층일부 ,,20071128,폐업 등,20110309,,,,,,상수도전용,,2007,N,,33.86,,,휴게음식점,커피숍,
226,(주)바움스타,서울특별시 서초구 방배동 925-8번지 ,,20090727,폐업 등,20100413,,,,,,,,2009,N,,163.01,,,휴게음식점,커피숍,
227,(주)바이더웨이전주교원점,전라북도 전주시 완산구 서신동 769-1번지 대한교원공제회전북회관 ,"전라북도 전주시 완산구 온고을로 1 (서신동,대한교원공제회전북회관)",20100120,운영중,,,,,,,상수도전용,1,2010,N,,12.5,,기타,휴게음식점,커피숍,
228,(주)바이더웨이창원한마음점,경상남도 창원시 의창구 용호동 73-15번지 번지 1층 101-2호 ,"경상남도 창원시 의창구 용지로153번길 12 (용호동,번지 1층 101-2호)",20081002,폐업 등,20130308,,,,,,지하수전용,,2008,N,,12,,,휴게음식점,커피숍,
229,(주)버즈커피보강병원점,대구광역시 달서구 진천동 523-6번지 외3필지 B동 ,,20070816,폐업 등,20100714,,,,,,,,2007,N,자율,50.22,,기타,휴게음식점,커피숍,
230,(주)베네피아,"경기도 파주시 문발동 502-1번지 은하관, 지하1층 ","경기도 파주시 문발로 233, 지하1층 (문발동, 은하관)",20141106,운영중,,,,,,,상수도전용,,2014,N,,57.82,,,휴게음식점,커피숍,
231,(주)베네피트카페,인천광역시 남동구 구월동 1199번지 1층일부 ,"인천광역시 남동구 구월남로 172, 1층 (구월동)",20130610,운영중,,,,,,,,,2013,N,,119.78,,,휴게음식점,커피숍,
232,(주)베비에르빵야,"광주광역시 광산구 장덕동 1678번지 2층, 롯데쇼핑몰판매동 ","광주광역시 광산구 장신로 98, 2층 (수완동, 롯데쇼핑몰판매동)",20150415,운영중,,,,,,,상수도전용,,2015,N,,53.01,,,휴게음식점,커피숍,
233,(주)벤앤벨루카커피,서울특별시 중구 순화동 1-170번지 에이스타워 (지상1층) ,,20080609,폐업 등,20110314,,,,,,상수도전용,,2008,N,,120,,,휴게음식점,커피숍,
234,(주)벨모스,서울특별시 동대문구 제기동 892-71번지 한솔동의보감 ,"서울특별시 동대문구 왕산로 109, 지하1층 110호 (제기동, 한솔동의보감)",20140514,운영중,,,,,,,,,2014,N,,6.6,,,휴게음식점,커피숍,
235,(주)보나비 아티제 강남점,"서울특별시 서초구 서초동 1303-16번지 지하1층 111,112,113호 ","서울특별시 서초구 서초대로77길 62, 지하1층 111호,112호,113호 (서초동)",20130308,운영중,,,,,,,,,2013,N,,187.73,,,휴게음식점,커피숍,
236,(주)보나비 아티제 면세2점,서울특별시 중구 장충동2가 202번지 호텔신라 별관(면세점) 직원식당내 지하2층 ,"서울특별시 중구 동호로 249 (장충동2가,호텔신라 별관(면세점) 직원식당내 지하2층)",20110705,운영중,,,,,,,,,2011,N,,13.22,,,휴게음식점,커피숍,
237,(주)보나비 아티제 삼성생명본관점,서울특별시 중구 태평로2가 150번지 삼성생명빌딩 지하2층 ,"서울특별시 중구 세종대로 55 (태평로2가, 삼성생명빌딩 지하2층)",20111013,폐업 등,20140124,,,,,,,,2011,N,,120,,,휴게음식점,커피숍,
238,(주)보나비 아티제 삼성전자 탕정점,충청남도 아산시 탕정면 명암리 탕정디스플레이시티1 일반산업단지 C1-1블럭 1층 ,,20111124,운영중,,,,,,,상수도전용,,2011,N,,102.3,,,휴게음식점,커피숍,
239,(주)보나비 아티제 삼성전자탕정점2,충청남도 아산시 탕정면 명암리 탕정디스플레이시티1 일반산업단지 C1-1블럭 ,,20111226,운영중,,,,,,,상수도전용,,2011,N,,137.87,,,휴게음식점,커피숍,
240,(주)보나비 아티제 서울호텔점,서울특별시 중구 장충동2가 202번지 호텔신라본관 직원식당내 3층 ,"서울특별시 중구 동호로 249 (장충동2가,호텔신라본관 직원식당내 3층)",20110817,운영중,,,,,,,,,2011,N,,15.9,,,휴게음식점,커피숍,
241,(주)보나비 아티제 서초우성점,"서울특별시 서초구 서초동 1337-6번지 ,7~8호 105호 일부, 106호, 107호 ","서울특별시 서초구 강남대로51길 10, 105호 일부, 106호, 107호 (서초동)",20130924,운영중,,,,,,,,,2013,N,,131.31,,,휴게음식점,커피숍,
242,(주)보나비 아티제 아브뉴프랑광교점,경기도 수원시 영통구 이의동 1332번지 광교C1호반베르디움 203동 A117~119호 ,"경기도 수원시 영통구 센트럴타운로 85, 203동 A117~119호 (이의동, 광교C1호반베르디움)",20150403,운영중,,,,,,,상수도전용,,2015,N,,225.3,,,휴게음식점,커피숍,
243,(주)보나비 아티제 일산원마운트점,"경기도 고양시 일산서구 대화동 2606번지 고양원마운트 1136, 1137, 1138호 ",,20130320,운영중,,,,,,,상수도전용,,2013,N,,149.26,,,휴게음식점,커피숍,
244,(주)보나비 아티제 중앙일보점,서울특별시 중구 순화동 7번지 일보빌딩 2층 ,"서울특별시 중구 서소문로 88, 2층 (순화동, 일보빌딩)",20111223,운영중,,,,,,,,,2011,N,,74.15,,,휴게음식점,커피숍,
245,(주)보나비 아티제 지에프씨(GFC)점,서울특별시 강남구 역삼동 737번지 ,"서울특별시 강남구 테헤란로 152, 지하2층 (역삼동, 강남파이낸스센터)",20150515,운영중,,,,,,,,,2015,N,,64.9,,,휴게음식점,커피숍,
246,(주)보나비 아티제 청담제일점,서울특별시 강남구 청담동 131-17번지 ,"서울특별시 강남구 영동대로 726, 지상1층 (청담동, 경일빌딩)",20150202,운영중,,,,,,,,,2015,N,,148.75,,,휴게음식점,커피숍,
247,(주)보나비 아티제외대점,서울특별시 동대문구 이문동 270-1번지 한국외대 사이버관 1층 ,"서울특별시 동대문구 이문로 107, 1층 (이문동, 한국외대 사이버관)",20130909,운영중,,,,,,,,,2013,N,,279.3,,,휴게음식점,커피숍,
248,(주)보나비아티제상일GEC,서울특별시 강동구 상일동 500번지 글로벌엔지니어링센터 지1층 ,"서울특별시 강동구 상일로6길 26, 지1층 (상일동)",20120529,운영중,,,,,,,,,2012,N,,186.83,,,휴게음식점,커피숍,
249,(주)보나비아티제수원인계점,경기도 수원시 팔달구 인계동 1038-5번지 ,"경기도 수원시 팔달구 권광로 191, 1층 (인계동)",20150507,운영중,,,,,,,,,2015,N,,0,,,휴게음식점,커피숍,
250,(주)보나비아티제아브뉴프랑판교점,"경기도 성남시 분당구 삼평동 740번지 판교호반써밋플레이스 1층  139호,140호,158호,159호 ","경기도 성남시 분당구 분당내곡로 150 (삼평동, 판교호반써밋플레이스 1층  139호,140호,158호,159호)",20130215,운영중,,,,,,,상수도전용,5,2013,N,,213.75,6,기타,휴게음식점,커피숍,11
251,(주)보나비아티제여의도KBS별관점,서울특별시 영등포구 여의도동 44-11번지 KBS별관 1층 일부 ,"서울특별시 영등포구 의사당대로1길 34 (여의도동, KBS별관 1층 일부)",20131001,운영중,,,,,,,,,2013,N,,170.1,,,휴게음식점,커피숍,
252,(주)보나비아티제여의도롯데캐슬점,서울특별시 영등포구 여의도동 36번지 1층 ,"서울특별시 영등포구 의사당대로 127 (여의도동, 1층)",20150424,운영중,,,,,,,,,2015,N,,227.49,,,휴게음식점,커피숍,
253,(주)보뚜슈퍼푸드 카페 동대문1호점,서울특별시 중구 을지로7가 2-1번지 지하2층 ,"서울특별시 중구 을지로 281 (을지로7가, 지하2층)",20150311,운영중,,,,,,,,,2015,N,,44.56,,,휴게음식점,커피숍,
254,(주)보뚜슈퍼푸드카페홍대1호점,서울특별시 마포구 서교동 486번지 서교푸르지오 지2층일부 101동 지201호,"서울특별시 마포구 홍익로 10, 101동 지201호 (서교동, 서교푸르지오 지2층일부)",20141121,운영중,,,,,,,,,2014,N,,15,,,휴게음식점,커피숍,
255,(주)보림로지스틱스천안엔젤리너스,충청남도 천안시 동남구 삼룡동 173-1번지 외1필지 6동 1층 ,"충청남도 천안시 동남구 쉼1길 42, 6동 1층 (삼룡동)",20120927,운영중,,,,,,,상수도전용,,2012,N,,12.08,,,휴게음식점,커피숍,
256,(주)보림로지스틱스천안탐앤탐스,충청남도 천안시 동남구 삼룡동 173-1번지 2동 ,,20141104,운영중,,,,,,,상수도전용,,2014,N,,75.51,,,휴게음식점,커피숍,
257,(주)보성커머스 충무로지점,서울특별시 중구 충무로4가 126번지 4호선 충무로역 지하1층 A-8 ,"서울특별시 중구 퇴계로 213, 지하1층 (충무로4가, 충무로역)",20120627,운영중,,,,,,,,,2012,N,,11,,,휴게음식점,커피숍,
258,(주)보승식품,서울특별시 성동구 행당동 168-200번지 왕십리민자역사 이마트내 ,"서울특별시 성동구 왕십리광장로 17, 지상2층 (행당동, 왕십리민자역사 이마트내)",20130510,운영중,,,,,,,,,2013,N,,8.79,,,휴게음식점,커피숍,
259,(주)봉화문수점,전라남도 여수시 문수동 783-3번지 ,전라남도 여수시 문수로 17 (문수동),20130809,운영중,,,,,,,상수도전용,,2013,N,,92.41,,,휴게음식점,커피숍,
260,(주)봉화연향지점 티월드 까페,전라남도 순천시 연향동 1340-2번지 110호(1층) ,"전라남도 순천시 연향중앙상가길 12, 1층 110호 (연향동)",20130516,운영중,,,,,,,,,2013,N,,86.46,,,휴게음식점,커피숍,
261,(주)부자어린이박물관웰엔카페,경기도 용인시 기흥구 상갈동 85번지 경기도어린이박물관내 어린이박물관1층일부 ,"경기도 용인시 기흥구 상갈로 6 (상갈동, 경기도어린이박물관내 어린이박물관1층일부)",20150205,운영중,,,,,,,상수도전용,,2015,N,,30.12,,,휴게음식점,커피숍,
262,(주)브레드가든,서울특별시 중구 주교동 8-1번지 (지상2층) ,"서울특별시 중구 을지로35길 51-6 (주교동,(지상2층))",20100308,운영중,,,,,,,,,2010,N,,76.5,,,휴게음식점,커피숍,
263,(주)브레드가든 일산라페스타점,경기도 고양시 일산동구 장항동 766번지 일산라페스타A동 217호 ,"경기도 고양시 일산동구 중앙로1275번길 38-31 (장항동,일산라페스타A동 217호)",20110422,폐업 등,20141029,,,,,,상수도전용,,2011,N,,69.41,,,휴게음식점,커피숍,
264,(주)블루로터스커피블루,경기도 성남시 분당구 야탑동 219-3번지 에스넷분당빌딩  1층 일부 ,"경기도 성남시 분당구 벌말로50번길 41 (야탑동, 에스넷분당빌딩  1층 일부)",20130822,운영중,,,,,,,상수도전용,,2013,N,,25.74,1,기타,휴게음식점,커피숍,
265,(주)비바브라질,서울특별시 강남구 압구정동 429번지 ,"서울특별시 강남구 압구정로 165, 지하1층 (압구정동, 현대백화점 압구정본점)",20141110,운영중,,,,,,,,,2014,N,,4.5,,,휴게음식점,커피숍,
266,(주)비버테일즈 현대아울렛 김포점,경기도 김포시 고촌읍 전호리 654번지 현대프리미엄아울렛 3층 513호,"경기도 김포시 고촌읍 아라육로152번길 100, 3층 513호 (현대프리미엄아울렛)",20150216,운영중,,,,,,,상수도전용,,2015,N,,18.51,,,휴게음식점,커피숍,
267,(주)비엘오리엔탈코리아,경기도 과천시 별양동 1-19번지 과천뉴코아과천점 4층 ,,20061213,폐업 등,20091109,,,,,,,,2006,N,,6.6,,,휴게음식점,커피숍,
268,(주)비지에프리테일 대덕대카페테리아점,대전광역시 유성구 장동 48번지 대덕대학 학생실습동 자상1층 ,"대전광역시 유성구 가정북로 68, 지상1층 (장동, 대덕대학 학생실습동)",20150224,운영중,,,,,,,상수도전용,,2015,N,,134.46,,,휴게음식점,커피숍,
269,(주)비지에프리테일 둔산스마일점,대전광역시 서구 둔산동 1451번지 둔산타워 102호 ,"대전광역시 서구 둔산로 136, 102호 (둔산동, 둔산타워)",20140813,운영중,,,,,,,상수도전용,,2014,N,,4.45,,,휴게음식점,커피숍,
270,(주)비지에프리테일 의정부녹양점,경기도 의정부시 녹양동 336-7번지 ,"경기도 의정부시 녹양로62번길 85 (녹양동, 지상1층)",20130705,운영중,,,,,,,,,2013,N,,7,,,휴게음식점,커피숍,
271,(주)비지에프리테일 종로시사점,서울특별시 종로구 관철동 19-23번지 ,"서울특별시 종로구 우정국로2길 34, 1층 (관철동)",20131011,운영중,,,,,,,,,2013,N,,6.6,,,휴게음식점,커피숍,
272,(주)빈스앤로스터리코리아 대학로점,서울특별시 종로구 동숭동 1-44번지 (1층) ,"서울특별시 종로구 동숭길 113 (동숭동,(1층))",20101005,운영중,,,,,,,,,2010,N,,257.11,,,휴게음식점,커피숍,
273,(주)빌텍,서울특별시 강남구 대치동 891-10번지 지하1층 ,"서울특별시 강남구 테헤란로 432 (대치동,지하1층)",20101201,운영중,,,,,,,,,2010,N,,25,,,휴게음식점,커피숍,
274,(주)빨라쪼,서울특별시 강남구 삼성동 159번지 ,"서울특별시 강남구 영동대로 513, 1층 F호 (삼성동, 코엑스 Hall B2)",20150518,운영중,,,,,,,,,2015,N,,82.08,,,휴게음식점,커피숍,
275,(주)빨라쪼 코엑스몰점,서울특별시 강남구 삼성동 159번지 기존컨벤션센터 지하1층 H119 ,"서울특별시 강남구 영동대로 513, 지하1층 H119호 (삼성동, 기존컨벤션센터)",20141117,운영중,,,,,,,,,2014,N,,19.2,,,휴게음식점,커피숍,
276,(주)빨라쪼와이즈파크충장로점,광주광역시 동구 충장로3가 24번지 와이즈파크 5층 510호 ,"광주광역시 동구 충장로 72, 5층 510호 (충장로3가)",20130419,폐업 등,20140516,,,,,,,,2013,N,,22.96,,,휴게음식점,커피숍,
277,(주)뽀뽀떼 주스엔커피,서울특별시 서대문구 신촌동 134번지 (세브란스병원3층) ,,20050506,폐업 등,20071123,,,,,,상수도전용,0,2005,N,,37.1,0,,휴게음식점,커피숍,0
278,(주)뽀뽀떼 후르테리아,서울특별시 서대문구 신촌동 134번지 (세브란스병원3층) ,,20050506,폐업 등,20100609,,,,,,상수도전용,0,2005,N,,50.3,0,,휴게음식점,커피숍,0
279,(주)산자락,서울특별시 서초구 원지동 384-1번지 (2층) ,,20090312,폐업 등,20090817,,,,,,,,2009,N,,72,,,휴게음식점,커피숍,
280,(주)삼가연정,서울특별시 종로구 경운동 89-4번지 ,"서울특별시 종로구 삼일대로 461, 1층 104호 (경운동)",20101117,운영중,,,,,,,,,2010,N,,62.3,,,휴게음식점,커피숍,
281,(주)삼림식품황전(전주방향)휴게소 던킨도너츠,전라남도 순천시 황전면 선변리 595-8번지 ,"전라남도 순천시 황전면 순천완주고속도로 28, 외10필지 가동 1층",20110118,운영중,,,,,,,지하수전용,,2011,N,,15.92,,기타,휴게음식점,커피숍,
282,(주)삼립식품 진주(부산)휴게소 커피매장,경상남도 진주시 호탄동 382번지 1층 일부 ,"경상남도 진주시 남해고속도로 194 (호탄동, 1층 일부)",20140819,운영중,,,,,,,상수도전용,,2014,N,자율,8.36,2,기타,휴게음식점,커피숍,
283,(주)삼립식품김천(부산방향)휴게소 수랑방 수제돈가스,경상북도 김천시 농소면 신촌리 730-2번지 외 55필지 ,,20100625,운영중,,,,,,,,,2010,N,,33.6,,,휴게음식점,커피숍,
284,(주)삼립식품황전(순천방향)휴게소 던킨도너츠,전라남도 순천시 황전면 선변리 560-7번지 ,"전라남도 순천시 황전면 순천완주고속도로 25, 외14필지 가동 1층",20110118,운영중,,,,,,,지하수전용,,2011,N,,42.5,,기타,휴게음식점,커피숍,
285,(주)삼보유통 정부마산청사점,경상남도 창원시 마산합포구 신포동1가 78번지 지상1층 ,"경상남도 창원시 마산합포구 제2부두로 10 (신포동1가, 지상1층)",20150421,운영중,,,,,,,상수도전용,,2015,N,,4.57,,기타,휴게음식점,커피숍,
286,(주)삼성프라자스위트번스,강원도 강릉시 임당동 117-2번지 외3필지 ,,20040722,폐업 등,20080327,,,,,,상수도전용,1,2004,N,,46.2,2,기타,휴게음식점,커피숍,3
287,(주)새울앗셈,제주특별자치도 제주시 연동 268번지 ,제주특별자치도 제주시 신광로10길 1 (연동),19910529,운영중,,,,,,,,0,1991,N,,49.41,0,,휴게음식점,커피숍,0
288,(주)서미앤투스,서울특별시 종로구 재동 32-21번지 1층 ,"서울특별시 종로구 북촌로5길 15 (재동,1층)",20051028,폐업 등,20140902,,,,,,,,2005,N,,26.4,,,휴게음식점,커피숍,
289,(주)서미앤투스,서울특별시 중구 남대문로2가 130번지 롯데백화점 에비뉴엘 5층 ,,20081230,폐업 등,20090713,,,,,,상수도전용,,2008,N,,93,,,휴게음식점,커피숍,
290,(주)서브원 LG생활연수원커피숍,경상북도 울진군 온정면 소태리 1444-2번지 ,경상북도 울진군 온정면 온천로 105,19981208,운영중,,,,,,,상수도전용,0,1998,N,,181.64,0,기타,휴게음식점,커피숍,0
291,(주)서울문고 롯데아울렛파주점,경기도 파주시 문발동 645번지 파주프리미엄아울렛 3층 A-1동 ,"경기도 파주시 회동길 390, A-1동 3층 (문발동)",20120420,운영중,,,,,,,상수도전용,,2012,N,,87,,기타,휴게음식점,커피숍,
292,(주)서원통상 부산시민공원점(갤러리카페),부산광역시 부산진구 범전동 195번지 부산시민공원내 ,,20140410,폐업 등,20141031,,,,,,상수도전용,,2014,N,,87.4,,,휴게음식점,커피숍,
293,(주)서원통상부산시민공원점(갤러리카페),부산광역시 부산진구 범전동 195번지 부산시민공원 ,"부산광역시 부산진구 시민공원로 73, 1층 (범전동)",20141128,운영중,,,,,,,,,2014,N,,87.4,,,휴게음식점,커피숍,
294,(주)서희건설 안성맞춤(제천방향)휴게소 할리스,경기도 안성시 서운면 신능리 51-11번지 안성맞춤휴게소(충주방향) 가동 ,"경기도 안성시 서운면 평택제천고속도로 40, 가동 1층",20101115,운영중,,,,,,,상수도전용,,2010,N,,6.93,,,휴게음식점,커피숍,
295,(주)서희건설 안성맞춤(평택방향)휴게소 할리스,경기도 안성시 서운면 신능리 51-16번지 가동 1층호,"경기도 안성시 서운면 평택제천고속도로 41, 가동 1층",20101115,운영중,,,,,,,상수도전용,,2010,N,,6.93,,,휴게음식점,커피숍,
